title,genres,averageRating,numVotes,releaseYear
Conan,"Comedy, Music, Talk-Show","8,2",25319,2010
Undone,"Animation, Drama, Fantasy","8,2",25131,2019
Catastrophe,Comedy,"8,2",24866,2015
Dororo,"Action, Adventure, Animation","8,2",24660,2019
Friday Night Dinner,Comedy,"8,2",24167,2011
The Get Down,"Drama, Music, Musical","8,2",24143,2016
Hustle,"Crime, Drama, Mystery","8,2",24031,2004
Caliphate,"Crime, Drama, Thriller","8,2",23645,2020
Vera,"Crime, Drama, Mystery","8,2",22775,2011
Looking,"Comedy, Drama, Romance","8,2",22570,2014
Breathe,"Crime, Drama, Thriller","8,2",22389,2018
Absolutely Fabulous,Comedy,"8,2",22386,1992
Queen of Tears,"Comedy, Drama, Romance","8,2",21235,2024
The 10th Kingdom,"Adventure, Comedy, Family","8,2",21179,2000
The Kingdom,"Comedy, Drama, Fantasy","8,2",20999,1994
Genius,"Biography, Drama, History","8,2",20682,2017
Apharan,"Crime, Thriller","8,2",20454,2018
Scooby-Doo! Mystery Incorporated,"Adventure, Animation, Comedy","8,2",20273,2010
Patriot,"Comedy, Drama, Thriller","8,2",19661,2015
Late Night with Conan O'Brien,"Comedy, Music, Talk-Show","8,2",19417,1993
Murdoch Mysteries,"Crime, Drama, Mystery","8,2",19137,2008
Miss Fisher's Murder Mysteries,"Crime, Drama, History","8,2",18479,2012
Shaun the Sheep,"Animation, Comedy, Family","8,2",18394,2007
Miranda,Comedy,"8,2",18076,2009
My Love from Another Star,"Comedy, Drama, Fantasy","8,2",18065,2013
Senna,"Biography, Drama, Sport","8,2",17363,2024
Farscape: The Peacekeeper Wars,"Action, Adventure, Drama","8,2",17179,2004
The Young Ones,Comedy,"8,2",17159,1982
Are You Afraid of the Dark?,"Drama, Fantasy, Horror","8,2",16977,1990
Inspector Lewis,"Crime, Drama, Mystery","8,2",16776,2006
Wolf Hall,"Biography, Drama, History","8,2",16731,2015
Gentleman Jack,"Biography, Drama, History","8,2",16726,2019
Wolf Hall: The Mirror and the Light,"Biography, Drama, History","8,2",16647,2024
Fate/Zero,"Action, Adventure, Animation","8,2",15977,2011
Somebody Somewhere,"Comedy, Drama","8,2",15881,2022
Clannad,"Animation, Comedy, Drama","8,2",15751,2007
The Durrells,"Biography, Comedy, Drama","8,2",15611,2016
Inspector Morse,"Crime, Drama, Mystery","8,2",15204,1987
Fellow Travelers,"Drama, Romance","8,2",15176,2023
Exit,"Crime, Drama, Thriller","8,2",15117,2019
Made in Heaven,"Drama, Romance","8,2",14889,2019
Get Smart,"Action, Adventure, Comedy","8,2",14529,1965
Taarak Mehta Ka Ooltah Chashmah,"Comedy, Drama, Family","8,2",13986,2008
In Living Color,"Comedy, Music","8,2",13632,1990
Kuroko's Basketball,"Animation, Comedy, Sport","8,2",13536,2012
Baccano!,"Action, Adventure, Animation","8,2",13184,2007
Puella Magi Madoka Magica,"Action, Adventure, Animation","8,2",12556,2011
Our Beloved Summer,"Drama, Romance","8,2",12302,2021
Law of the Lawless,"Action, Crime, Drama","8,2",12254,2002
Penn & Teller: Bullshit!,"Comedy, Documentary","8,2",12006,2003
The Rockford Files,"Crime, Drama, Mystery","8,2",11852,1974
20 Dakika,"Action, Drama, Romance","8,2",11725,2013
Say Nothing,"Drama, History, Thriller","8,2",11635,2024
Home Movies,"Animation, Comedy, Drama","8,2",11490,1999
Yuri!!! On Ice,"Animation, Comedy, Drama","8,2",11416,2016
Toast of London,Comedy,"8,2",11372,2012
Hill Street Blues,"Crime, Drama, Mystery","8,2",11239,1981
Little Dorrit,"Drama, Mystery, Romance","8,2",11061,2008
86,"Action, Animation, Drama","8,2",10872,2021
D.P.,"Action, Crime, Drama","8,2",10752,2021
For My Son,"Crime, Drama","8,2",10681,2015
The Guild,"Comedy, Short","8,2",10652,2007
Feels Like Home,Comedy,"8,2",10578,2022
Would I Lie to You?,"Comedy, Game-Show","8,2",10396,2007
4 Blocks,"Crime, Drama","8,2",10186,2017
Wire in the Blood,"Crime, Drama, Mystery","8,2",10131,2002
The Walking Dead,"Drama, Horror, Thriller","8,1",1141610,2010
The Big Bang Theory,"Comedy, Romance","8,1",907854,2007
Family Guy,"Animation, Comedy","8,1",377370,1999
Criminal Minds,"Crime, Drama, Mystery","8,1",230270,2005
That '70s Show,"Comedy, Drama, Romance","8,1",194593,1998
Only Murders in the Building,"Comedy, Crime, Drama","8,1",185899,2021
Silo,"Drama, Mystery, Sci-Fi","8,1",184693,2023
Castle,"Comedy, Crime, Drama","8,1",181072,2009
How to Get Away with Murder,"Crime, Drama, Mystery","8,1",173571,2014
Killing Eve,"Action, Adventure, Drama","8,1",146410,2018
Law & Order: Special Victims Unit,"Crime, Drama, Mystery","8,1",136427,1999
The Fall,"Crime, Drama, Thriller","8,1",126185,2013
Black Bird,"Biography, Crime, Drama","8,1",125260,2022
Bates Motel,"Drama, Horror, Mystery","8,1",121707,2013
Married... with Children,Comedy,"8,1",114890,1987
11.22.63,"Drama, Mystery, Romance","8,1",109350,2016
Legion,"Action, Drama, Sci-Fi","8,1",100746,2017
Shrinking,"Comedy, Drama","8,1",100135,2023
Monk,"Comedy, Crime, Drama","8,1",98511,2002
The Day of the Jackal,"Action, Crime, Drama","8,1",97705,2024
The Tudors,"Drama, History, Romance","8,1",84481,2007
For All Mankind,"Drama, Sci-Fi","8,1",79375,2019
Resident Alien,"Comedy, Drama, Mystery","8,1",74900,2021
Star Trek: Deep Space Nine,"Action, Adventure, Drama","8,1",74203,1993
Stargate: Atlantis,"Action, Adventure, Drama","8,1",73814,2004
Manhunt,"Biography, Crime, Drama","8,1",65617,2017
Star Wars: Rebels,"Action, Adventure, Animation","8,1",63607,2014
Phineas and Ferb,"Action, Adventure, Animation","8,1",62141,2007
Ripley,"Crime, Drama, Thriller","8,1",61046,2024
Dirk Gently's Holistic Detective Agency,"Action, Adventure, Comedy","8,1",60250,2016
Goliath,Drama,"8,1",59761,2016
One Day,"Comedy, Drama, Romance","8,1",59597,2024
The Great,"Biography, Comedy, Drama","8,1",59420,2020
Workaholics,Comedy,"8,1",57779,2011
The Righteous Gemstones,"Comedy, Drama","8,1",56658,2019
Power,"Crime, Drama","8,1",55787,2014
Taaza Khabar,"Action, Comedy, Drama","8,1",55691,2023
The Promised Neverland,"Action, Adventure, Animation","8,1",52878,2019
Tokyo Vice,"Crime, Drama, Thriller","8,1",52823,2022
Chicago P.D.,"Action, Crime, Drama","8,1",49064,2014
Boy Meets World,"Comedy, Drama, Family","8,1",48272,1993
Dead Like Me,"Comedy, Drama, Fantasy","8,1",45059,2003
Happy!,"Action, Comedy, Crime","8,1",44653,2017
Raising Hope,"Comedy, Family","8,1",42152,2010
The Gilded Age,Drama,"8,1",42002,2022
Daisy Jones & The Six,"Drama, Music, Romance","8,1",41772,2023
Star Wars: Tales of the Jedi,"Action, Adventure, Animation","8,1",40325,2022
Beckham,"Biography, Documentary, Sport","8,1",38744,2023
The Glory,"Drama, Mystery, Thriller","8,1",37152,2022
Wild Wild Country,"Crime, Documentary","8,1",36981,2018
Derek,"Comedy, Drama","8,1",36721,2012
Dr. Stone,"Action, Adventure, Animation","8,1",34687,2019
Strike Back,"Action, Drama, Thriller","8,1",34534,2010
American Vandal,"Comedy, Crime, Drama","8,1",34121,2017
The Lost Room,"Action, Fantasy, Mystery","8,1",34014,2006
Business Proposal,"Comedy, Drama, Romance","8,1",33803,2022
The Deuce,"Crime, Drama, Mystery","8,1",33584,2017
Re: Zero - Starting Life in Another World,"Adventure, Animation, Drama","8,1",33481,2016
Damages,"Crime, Drama, Mystery","8,1",32305,2007
Batman Beyond,"Action, Adventure, Animation","8,1",31886,1999
The Missing,"Crime, Drama, Mystery","8,1",31559,2014
ZeroZeroZero,"Crime, Drama, Thriller","8,1",31240,2019
The Frog,"Crime, Drama, Mystery","8,1",30895,2020
Angels in America,"Drama, Fantasy, Romance","8,1",30775,2003
You're the Worst,"Comedy, Drama, Romance","8,1",29189,2014
Cunk on Earth,Comedy,"8,1",28886,2022
Daria,"Animation, Comedy, Drama","8,1",28294,1997
War & Peace,"Drama, History, Romance","8,1",28192,2016
Vis a vis,"Drama, Thriller","8,1",27855,2015
I May Destroy You,Drama,"8,1",27347,2020
Mozart in the Jungle,"Comedy, Drama, Music","8,1",26549,2014
Blue Lock,"Animation, Sport, Thriller","8,1",25390,2022
I Know This Much Is True,Drama,"8,1",25270,2020
TURN: Washington's Spies,"Drama, History, War","8,1",24261,2014
Psycho-Pass,"Action, Animation, Crime","8,1",24222,2012
The Valley of the Wolves,"Action, Crime, Drama","8,1",23985,2003
The Unit,"Action, Drama, Thriller","8,1",23947,2006
Insecure,"Comedy, Drama, Romance","8,1",23746,2016
Man vs. Wild,"Adventure, Reality-TV","8,1",23594,2006
Godfather of Harlem,"Crime, Drama","8,1",23511,2019
Ripper Street,"Crime, Drama, Mystery","8,1",23382,2012
Itaewon Class,"Drama, Romance","8,1",22767,2020
Insider,"Action, Crime, Drama","8,1",22423,2016
Leverage: Redemption,"Crime, Mystery, Thriller","8,1",21360,2021
She-Ra and the Princesses of Power,"Action, Adventure, Animation","8,1",20870,2018
FLCL,"Action, Animation, Comedy","8,1",20842,2000
Criminal Justice,"Crime, Drama, Mystery","8,1",20722,2019
Strong Girl Bong-soon,"Comedy, Crime, Drama","8,1",20679,2017
Hell's Paradise: Jigokuraku,"Action, Adventure, Animation","8,1",20369,2023
That Time I Got Reincarnated as a Slime,"Action, Adventure, Animation","8,1",19670,2018
One Day at a Time,"Comedy, Drama","8,1",19176,2017
Superman: The Animated Series,"Action, Adventure, Animation","8,1",18696,1996
Boss,"Crime, Drama","8,1",18675,2011
Zoey's Extraordinary Playlist,"Comedy, Drama, Musical","8,1",18630,2020
Emma,"Comedy, Drama, Romance","8,1",18617,2009
Bloodhounds,"Action, Crime, Drama","8,1",18568,2023
The King: Eternal Monarch,"Fantasy, Mystery, Romance","8,1",18147,2020
Shogun,"Adventure, Drama, History","8,1",17216,1980
Pluto,"Action, Animation, Drama","8,1",17177,2023
Anohana: The Flower We Saw That Day,"Adventure, Animation, Drama","8,1",17155,2011
Galavant,"Adventure, Comedy, Fantasy","8,1",17089,2015
Blue Lights,"Crime, Drama, Thriller","8,1",16683,2023
The Big C,"Comedy, Drama","8,1",16478,2010
Sesame Street,"Adventure, Animation, Comedy","8,1",16268,1969
Hotel Del Luna,"Action, Comedy, Drama","8,1",16016,2019
PEN15,"Comedy, Drama","8,1",15245,2019
Ludwig,"Comedy, Crime, Drama","8,1",15225,2024
Snowdrop,"Crime, Drama, Romance","8,1",14718,2021
The Trials of Gabriel Fernandez,"Crime, Documentary","8,1",14676,2020
Legend of the Blue Sea,"Comedy, Drama, Fantasy","8,1",14593,2016
The Black Donnellys,"Crime, Drama","8,1",14536,2007
Helluva Boss,"Action, Animation, Comedy","8,1",14155,2019
Colin from Accounts,"Comedy, Drama, Romance","8,1",13742,2022
Vagabond,"Action, Mystery, Thriller","8,1",13313,2019
Cat,"Crime, Drama, Thriller","8,1",13304,2022
Khakee: The Bihar Chapter,"Action, Crime, Drama","8,1",13284,2022
Outnumbered,"Comedy, Drama","8,1",13053,2007
Ouran High School Host Club,"Animation, Comedy, Romance","8,1",12711,2006
"North & South: Book 1, North & South","Drama, History, Romance","8,1",12499,1985
Maestro,"Crime, Drama, Mystery","8,1",12490,2022
Ashes to Ashes,"Crime, Drama, Fantasy","8,1",11681,2008
High Maintenance,"Comedy, Drama","8,1",11306,2016
Tacoma FD,Comedy,"8,1",11170,2019
Fight for My Way,"Comedy, Romance","8,1",11126,2017
Power Book IV: Force,"Crime, Drama","8,1",10862,2022
Suzhal - The Vortex,"Crime, Drama, Thriller","8,1",10714,2022
Gönülçelen,"Drama, Music","8,1",10690,2010
Rita,"Comedy, Drama","8,1",10560,2012
Dirty Money,"Crime, Documentary","8,1",10517,2018
Vicious,Comedy,"8,1",10451,2013
Banana Fish,"Action, Adventure, Animation","8,1",10233,2018
Kenny vs. Spenny,"Comedy, Game-Show, Reality-TV","8,1",10100,2002
Squid Game,"Action, Drama, Mystery",8,663064,2021
Wednesday,"Comedy, Crime, Fantasy",8,416226,2022
Lucifer,"Crime, Drama, Fantasy",8,375571,2016
Orange Is the New Black,"Comedy, Crime, Drama",8,328916,2013
The White Lotus,"Comedy, Drama",8,276344,2021
Reacher,"Action, Crime, Drama",8,264163,2022
The End of the F***ing World,"Adventure, Comedy, Crime",8,235262,2017
Tom Clancy's Jack Ryan,"Action, Drama, Thriller",8,184946,2018
The Gentlemen,"Action, Comedy, Crime",8,162070,2024
Bodyguard,"Crime, Drama, Thriller",8,160785,2018
Beef,"Comedy, Drama",8,151600,2023
Lie to Me,"Crime, Drama, Mystery",8,131741,2009
Sharp Objects,"Crime, Drama, Mystery",8,129200,2018
The Good Doctor,Drama,8,122849,2017
Dexter: New Blood,"Crime, Drama, Mystery",8,120819,2021
Good Omens,"Comedy, Drama, Fantasy",8,118917,2019
The Night Manager,"Crime, Drama, Mystery",8,110802,2016
The Orville,"Adventure, Comedy, Drama",8,105067,2017
The Rookie,"Action, Crime, Drama",8,98230,2018
Tulsa King,"Crime, Drama",8,98189,2022
Unorthodox,Drama,8,96445,2020
Burn Notice,"Action, Crime, Drama",8,81124,2007
The Diplomat,"Drama, Thriller",8,80250,2023
Paranormal,"Drama, Fantasy, Horror",8,75137,2020
Travelers,"Drama, Mystery, Sci-Fi",8,68872,2016
American Primeval,"Action, Drama, Thriller",8,68846,2025
Chicago Fire,"Action, Drama",8,68817,2012
Don't F**k with Cats: Hunting an Internet Killer,"Crime, Documentary, Mystery",8,66106,2019
Cheers,"Comedy, Drama",8,65095,1982
Saturday Night Live,"Comedy, Music",8,55609,1975
GLOW,"Comedy, Drama, Sport",8,52746,2017
Gangs of London,"Action, Crime, Drama",8,48458,2020
Rise of Empires: Ottoman,"Documentary, Drama, History",8,43076,2020
F Is for Family,"Animation, Comedy, Drama",8,42918,2015
The Goldbergs,Comedy,8,42687,2013
Blackadder,Comedy,8,42535,1982
Sneaky Pete,"Comedy, Crime, Drama",8,42503,2015
The Mechanism,"Crime, Drama, Thriller",8,36956,2018
DuckTales,"Action, Adventure, Animation",8,36427,1987
Queen of the South,"Action, Crime, Drama",8,36255,2016
Vice Principals,Comedy,8,35175,2016
The Pillars of the Earth,"Drama, Romance, Thriller",8,34462,2010
Patrick Melrose,Drama,8,34079,2018
Counterpart,"Drama, Sci-Fi, Thriller",8,32835,2017
Scenes from a Marriage,Drama,8,31759,2021
Young Rock,"Biography, Comedy",8,30719,2021
Tales from the Crypt,"Comedy, Crime, Fantasy",8,28435,1989
The Capture,"Crime, Mystery, Thriller",8,26389,2019
The Keepers,"Crime, Documentary, Mystery",8,26337,2017
Trapped,"Crime, Drama, Mystery",8,26012,2015
United States of Tara,"Comedy, Drama, Romance",8,25856,2009
The Transformers,"Action, Adventure, Animation",8,24591,1984
Reno 911!,"Comedy, Crime",8,24312,2003
I Think You Should Leave with Tim Robinson,Comedy,8,23795,2019
Lovesick,Comedy,8,23478,2014
"Love, Victor","Comedy, Drama, Romance",8,23404,2020
Arnold,"Biography, Documentary",8,23248,2023
The Addams Family,"Comedy, Family, Horror",8,22900,1964
Assasination Classroom,"Animation, Comedy, Family",8,22662,2015
What's Wrong with Secretary Kim,"Comedy, Mystery, Romance",8,22243,2018
The Returned,"Drama, Fantasy, Horror",8,21776,2012
Kidding,"Comedy, Drama",8,20836,2018
Rascal Does Not Dream of Bunny Girl Senpai,"Animation, Drama, Fantasy",8,20488,2018
True Beauty,"Comedy, Drama, Romance",8,20229,2020
The New Pope,Drama,8,19777,2020
Shameless,"Comedy, Crime, Drama",8,19732,2004
Serial Experiments Lain,"Animation, Drama, Horror",8,19693,1998
Horimiya,"Animation, Comedy, Drama",8,19514,2021
Gargoyles,"Action, Adventure, Animation",8,19447,1994
Da Ali G Show,Comedy,8,18696,2000
The Looming Tower,"Drama, History",8,18520,2018
Life in Pieces,Comedy,8,18206,2015
NewsRadio,"Comedy, Romance",8,18120,1995
Ramy,"Comedy, Drama, Romance",8,17353,2019
Kin,"Crime, Drama",8,17307,2021
Start-Up,"Comedy, Drama, Romance",8,17050,2020
Brave and Beautiful,"Drama, Romance",8,16814,2016
The Vicar of Dibley,Comedy,8,16326,1994
Claymore,"Action, Adventure, Animation",8,16180,2007
W,"Action, Comedy, Drama",8,16156,2016
Looking for Alaska,"Drama, Romance",8,15637,2019
Deutschland 83,"Drama, Romance, Thriller",8,15602,2015
Paranoia Agent,"Animation, Drama, Horror",8,15480,2004
Tomorrow,"Action, Comedy, Drama",8,14907,2022
Quarry,"Crime, Drama, Thriller",8,14902,2016
Karm Yuddh,Drama,8,14885,2022
Drops of God,Drama,8,14747,2023
Candy,Thriller,8,14740,2021
The Artful Dodger,"Crime, Drama, History",8,14594,2023
Jonathan Strange & Mr Norrell,"Fantasy, War",8,14512,2015
Trying,"Comedy, Drama, Romance",8,14092,2020
The Studio,"Comedy, Drama",8,13952,2025
Code Black,Drama,8,13905,2015
Comedians in Cars Getting Coffee,"Comedy, Family, Talk-Show",8,13902,2012
Food Wars: Shokugeki no Soma,"Animation, Comedy, Drama",8,13800,2015
Abhay,"Crime, Thriller",8,13711,2019
Sense & Sensibility,"Drama, Romance",8,13572,2008
The Uncanny Counter,"Action, Fantasy, Horror",8,13413,2020
Dorohedoro,"Action, Animation, Comedy",8,13341,2020
The Tattooist of Auschwitz,"Drama, History, Romance",8,12557,2024
Wolverine and the X-Men,"Action, Adventure, Animation",8,12505,2008
BrainDead,"Comedy, Drama, Horror",8,12487,2016
Shahrzad,"Drama, History, Romance",8,12417,2015
"Harvey Birdman, Attorney at Law","Animation, Comedy, Sci-Fi",8,12406,2000
Good Behavior,"Crime, Drama, Mystery",8,12344,2016
The Billion Dollar Code,"Biography, Crime, Drama",8,12205,2021
The Hour,Drama,8,12144,2011
The Great Weddings of Munnes,"Comedy, Drama",8,12105,2022
The Hitch Hiker's Guide to the Galaxy,"Adventure, Comedy, Sci-Fi",8,12083,1981
Third Watch,"Action, Crime, Drama",8,11987,1999
WKRP in Cincinnati,Comedy,8,11935,1978
Jeen-yuhs: A Kanye Trilogy,"Documentary, Music",8,11858,2022
Scott & Bailey,"Crime, Drama, Mystery",8,11727,2011
Pagan Peak,"Crime, Drama, Mystery",8,11558,2018
Kaala Paani,"Drama, Thriller",8,11229,2023
Maamla Legal Hai,"Comedy, Drama",8,11174,2024
Heels,"Drama, Sport",8,10882,2021
Spawn,"Action, Adventure, Animation",8,10865,1997
Delicious in Dungeon,"Adventure, Animation, Comedy",8,10625,2024
Voltron: Legendary Defender,"Action, Adventure, Animation",8,10358,2016
Explained,Documentary,8,10193,2018
Something in the Rain,"Drama, Romance",8,10027,2018
The Witcher,"Action, Adventure, Drama","7,9",595483,2019
WandaVision,"Action, Comedy, Drama","7,9",395892,2021
American Horror Story,"Drama, Horror, Sci-Fi","7,9",354588,2011
The Blacklist,"Crime, Drama, Mystery","7,9",290196,2013
True Blood,"Drama, Fantasy, Mystery","7,9",266026,2008
Altered Carbon,"Action, Adventure, Drama","7,9",196640,2018
The Fresh Prince of Bel-Air,Comedy,"7,9",149188,1990
Grimm,"Crime, Drama, Fantasy","7,9",135872,2011
The Fall of the House of Usher,"Drama, Horror, Mystery","7,9",125661,2023
Elementary,"Crime, Drama, Mystery","7,9",123288,2012
Weeds,"Comedy, Crime, Drama","7,9",119735,2005
The Man in the High Castle,"Drama, Sci-Fi, Thriller","7,9",117253,2015
The Terminal List,"Action, Drama, Thriller","7,9",114870,2022
Dead to Me,"Comedy, Crime, Drama","7,9",105883,2019
Merlin,"Adventure, Drama, Fantasy","7,9",90318,2008
